code,name
"00",00_undefined
"01",大ベタ
"02",中ベタ
"03",小ベタ
"04",細ベタ
"05",大立
"06",中立
"07",小立
"08",細立
"09",大標準
"10",中標準
"11",小標準
"12",細標準
"13",13_undefined
"16",16_undefined
"17",大標起
"18",中標起
"19",小標起
"20",細標起
"21",大標ベ
"22",中標ベ
"23",小標ベ
"24",細標ベ
"25",25_undefined
"45",45_undefined
