code,name
"01",流す
"02",余力あり
"03",終い抑え
"04",一杯
"05",バテる
"06",伸びる
"07",テンのみ
"08",鋭く伸び
"09",強目
"10",終い重点
"11",８分追い
"12",追って伸
"13",向正面
"14",ゲート
"15",障害練習
"16",中間軽め
"17",キリ
"21",引っ張る
"22",掛かる
"23",掛リバテ
"24",テン掛る
"25",掛り一杯
"26",ササル
"27",ヨレル
"28",バカつく
"29",手間取る
"99",その他
